"Rep","ArenaID","mean_net_mm","mean_gross_mm","mean_CI","sd_CI","n","Mussel_ID","Byssus","Byssus_Threads","Start_Time","Aggregated","Type","Amax....","k","Time","Cluster_Score","Group","Byssus_Threads.1","Length.mm.","P_Status","Status","Intensity","Notes","sum_intensity","n_infected"
1,"CM1",8.65684322824697,148.130310021642,0.12704691222323,0.125499674927129,7,"G25",4,4,23,"yes","transient",NA,NA,"15:18-17:18",NA,"CM",4,35.3,"infected","infected",6,"",119,7
1,"CM1",8.65684322824697,148.130310021642,0.12704691222323,0.125499674927129,7,"G31",4,0,23,"yes","transient",NA,NA,"15:18-17:18",NA,"CM",0,35,"infected","infected",26,"",119,7
1,"CM1",8.65684322824697,148.130310021642,0.12704691222323,0.125499674927129,7,"G38",4,0,23,"yes","transient",NA,NA,"15:18-17:18",NA,"CM",0,35.5,"infected","infected",30,"",119,7
1,"CM1",8.65684322824697,148.130310021642,0.12704691222323,0.125499674927129,7,"G67",4,0,23,"yes","transient",NA,NA,"15:18-17:18",NA,"CM",0,33.5,"infected","infected",8,"",119,7
1,"CM1",8.65684322824697,148.130310021642,0.12704691222323,0.125499674927129,7,"G95",4,0,23,"yes","transient",NA,NA,"15:18-17:18",NA,"CM",0,27.5,"infected","infected",23,"",119,7
1,"CM1",8.65684322824697,148.130310021642,0.12704691222323,0.125499674927129,7,"Y4",4,0,23,"yes","transient",NA,NA,"15:18-17:18",NA,"CM",0,29.3,"infected","infected",9,"",119,7
1,"CM1",8.65684322824697,148.130310021642,0.12704691222323,0.125499674927129,7,"Y42",4,0,23,"yes","transient",NA,NA,"15:18-17:18",NA,"CM",0,27.6,"infected","infected",17,"",119,7
1,"CM2",22.5549491885659,193.743983614407,0.179589085620862,0.151408369373425,7,"B25",8,4,1,"yes","sustained","80,57","36,29","15:18-17:18",NA,"CM",4,36.3,"uninfected","uninfected",0,"",0,0
1,"CM2",22.5549491885659,193.743983614407,0.179589085620862,0.151408369373425,7,"B36",8,0,1,"yes","sustained","80,57","36,29","15:18-17:18",NA,"CM",0,37.2,"uninfected","uninfected",0,"",0,0
1,"CM2",22.5549491885659,193.743983614407,0.179589085620862,0.151408369373425,7,"B87",8,2,1,"yes","sustained","80,57","36,29","15:18-17:18",NA,"CM",2,34.9,"uninfected","uninfected",0,"",0,0
1,"CM2",22.5549491885659,193.743983614407,0.179589085620862,0.151408369373425,7,"B94",8,1,1,"yes","sustained","80,57","36,29","15:18-17:18",NA,"CM",1,35.4,"uninfected","uninfected",0,"",0,0
1,"CM2",22.5549491885659,193.743983614407,0.179589085620862,0.151408369373425,7,"P57",8,0,1,"yes","sustained","80,57","36,29","15:18-17:18",NA,"CM",0,30,"uninfected","uninfected",0,"",0,0
1,"CM2",22.5549491885659,193.743983614407,0.179589085620862,0.151408369373425,7,"P59",8,0,1,"yes","sustained","80,57","36,29","15:18-17:18",NA,"CM",0,38.1,"uninfected","uninfected",0,"",0,0
1,"CM2",22.5549491885659,193.743983614407,0.179589085620862,0.151408369373425,7,"P93",8,1,1,"yes","sustained","80,57","36,29","15:18-17:18",NA,"CM",1,38.1,"uninfected","uninfected",0,"",0,0
1,"Control1",3.74074164086672,12.5712103544758,0.219340033149766,0.143846140843172,7,"G51",2,1,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",1,34,"infected","infected",16,"",71,7
1,"Control1",3.74074164086672,12.5712103544758,0.219340033149766,0.143846140843172,7,"G62",2,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,32.3,"infected","infected",7,"",71,7
1,"Control1",3.74074164086672,12.5712103544758,0.219340033149766,0.143846140843172,7,"G76",2,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,33.3,"infected","infected",6,"",71,7
1,"Control1",3.74074164086672,12.5712103544758,0.219340033149766,0.143846140843172,7,"G81",2,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,30,"infected","infected",18,"",71,7
1,"Control1",3.74074164086672,12.5712103544758,0.219340033149766,0.143846140843172,7,"Y14",2,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,34.6,"infected","infected",4,"",71,7
1,"Control1",3.74074164086672,12.5712103544758,0.219340033149766,0.143846140843172,7,"Y49",2,1,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",1,32.4,"infected","infected",2,"",71,7
1,"Control1",3.74074164086672,12.5712103544758,0.219340033149766,0.143846140843172,7,"Y91",2,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,30.7,"infected","infected",18,"",71,7
1,"Control2",4.30192467256329,19.6216083261069,0.204115858428403,0.116398412000098,7,"B52",8,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,35.7,"uninfected","uninfected",0,"",0,0
1,"Control2",4.30192467256329,19.6216083261069,0.204115858428403,0.116398412000098,7,"B61",8,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,34.9,"uninfected","uninfected",0,"",0,0
1,"Control2",4.30192467256329,19.6216083261069,0.204115858428403,0.116398412000098,7,"B93",8,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,34.9,"uninfected","uninfected",0,"",0,0
1,"Control2",4.30192467256329,19.6216083261069,0.204115858428403,0.116398412000098,7,"P34",8,2,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",2,36.9,"uninfected","uninfected",0,"",0,0
1,"Control2",4.30192467256329,19.6216083261069,0.204115858428403,0.116398412000098,7,"P38",8,6,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",6,34.6,"uninfected","uninfected",0,"",0,0
1,"Control2",4.30192467256329,19.6216083261069,0.204115858428403,0.116398412000098,7,"P42",8,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,35.9,"uninfected","uninfected",0,"",0,0
1,"Control2",4.30192467256329,19.6216083261069,0.204115858428403,0.116398412000098,7,"P79",8,0,NA,"no",NA,NA,NA,"15:18-17:18",NA,"Control",0,37.5,"uninfected","uninfected",0,"",0,0
1,"HS1",20.8831854807646,83.1436894013474,0.281754386538937,0.163172267889311,7,"G18",2,0,24,"yes","transient",NA,NA,"15:18-17:18",NA,"HS",0,33,"infected","infected",11,"",96,7
1,"HS1",20.8831854807646,83.1436894013474,0.281754386538937,0.163172267889311,7,"G45",2,0,24,"yes","transient",NA,NA,"15:18-17:18",NA,"HS",0,36.5,"infected","infected",3,"",96,7
1,"HS1",20.8831854807646,83.1436894013474,0.281754386538937,0.163172267889311,7,"G52",2,1,24,"yes","transient",NA,NA,"15:18-17:18",NA,"HS",1,31.5,"infected","infected",8,"",96,7
1,"HS1",20.8831854807646,83.1436894013474,0.281754386538937,0.163172267889311,7,"G56",2,0,24,"yes","transient",NA,NA,"15:18-17:18",NA,"HS",0,36.9,"infected","infected",38,"",96,7
1,"HS1",20.8831854807646,83.1436894013474,0.281754386538937,0.163172267889311,7,"G85",2,1,24,"yes","transient",NA,NA,"15:18-17:18",NA,"HS",1,35.5,"infected","infected",18,"",96,7
1,"HS1",20.8831854807646,83.1436894013474,0.281754386538937,0.163172267889311,7,"Y46",2,0,24,"yes","transient",NA,NA,"15:18-17:18",NA,"HS",0,33.5,"infected","infected",2,"",96,7
1,"HS1",20.8831854807646,83.1436894013474,0.281754386538937,0.163172267889311,7,"Y5",2,0,24,"yes","transient",NA,NA,"15:18-17:18",NA,"HS",0,27.4,"infected","infected",16,"",96,7
1,"HS2",21.9727354051455,187.585150965984,0.137506158830027,0.0778641026752692,7,"B11",5,4,16,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HS",4,33.5,"uninfected","uninfected",0,"",0,0
1,"HS2",21.9727354051455,187.585150965984,0.137506158830027,0.0778641026752692,7,"B74",5,1,16,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HS",1,32.5,"uninfected","uninfected",0,"",0,0
1,"HS2",21.9727354051455,187.585150965984,0.137506158830027,0.0778641026752692,7,"B80",5,0,16,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HS",0,28.7,"uninfected","uninfected",0,"",0,0
1,"HS2",21.9727354051455,187.585150965984,0.137506158830027,0.0778641026752692,7,"P1",5,0,16,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HS",0,35.2,"uninfected","uninfected",0,"",0,0
1,"HS2",21.9727354051455,187.585150965984,0.137506158830027,0.0778641026752692,7,"P7",5,0,16,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HS",0,30.8,"uninfected","uninfected",0,"",0,0
1,"HS2",21.9727354051455,187.585150965984,0.137506158830027,0.0778641026752692,7,"P80",5,0,16,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HS",0,38,"uninfected","uninfected",0,"",0,0
1,"HS2",21.9727354051455,187.585150965984,0.137506158830027,0.0778641026752692,7,"P92",5,0,16,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HS",0,37.6,"uninfected","uninfected",0,"",0,0
1,"HT1",22.4563277775088,92.2104500388243,0.263696734810049,0.140958702054174,7,"G10",13,3,36,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HT",3,33,"infected","infected",6,"",73,7
1,"HT1",22.4563277775088,92.2104500388243,0.263696734810049,0.140958702054174,7,"G13",13,0,36,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HT",0,32.9,"infected","infected",14,"",73,7
1,"HT1",22.4563277775088,92.2104500388243,0.263696734810049,0.140958702054174,7,"G40",13,3,36,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HT",3,37,"infected","infected",3,"",73,7
1,"HT1",22.4563277775088,92.2104500388243,0.263696734810049,0.140958702054174,7,"G82",13,3,36,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HT",3,29.5,"infected","infected",18,"",73,7
1,"HT1",22.4563277775088,92.2104500388243,0.263696734810049,0.140958702054174,7,"G87",13,2,36,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HT",2,39,"infected","infected",6,"",73,7
1,"HT1",22.4563277775088,92.2104500388243,0.263696734810049,0.140958702054174,7,"Y40",13,2,36,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HT",2,30.6,"infected","infected",14,"",73,7
1,"HT1",22.4563277775088,92.2104500388243,0.263696734810049,0.140958702054174,7,"Y44",13,0,36,"yes","sustained","80,95","30,15","15:18-17:18",NA,"HT",0,36.6,"infected","infected",12,"",73,7
1,"HT2",11.8024244994771,98.3756181652349,0.264655601225487,0.168496481020743,7,"B75",9,0,10,"yes","sustained","31,28","5,23","15:18-17:18",NA,"HT",0,31.1,"uninfected","uninfected",0,"",0,0
1,"HT2",11.8024244994771,98.3756181652349,0.264655601225487,0.168496481020743,7,"B81",9,1,10,"yes","sustained","31,28","5,23","15:18-17:18",NA,"HT",1,33.4,"uninfected","uninfected",0,"",0,0
1,"HT2",11.8024244994771,98.3756181652349,0.264655601225487,0.168496481020743,7,"P17",9,1,10,"yes","sustained","31,28","5,23","15:18-17:18",NA,"HT",1,29.1,"uninfected","uninfected",0,"",0,0
1,"HT2",11.8024244994771,98.3756181652349,0.264655601225487,0.168496481020743,7,"P22",9,1,10,"yes","sustained","31,28","5,23","15:18-17:18",NA,"HT",1,35,"uninfected","uninfected",0,"",0,0
1,"HT2",11.8024244994771,98.3756181652349,0.264655601225487,0.168496481020743,7,"P49",9,5,10,"yes","sustained","31,28","5,23","15:18-17:18",NA,"HT",5,35.3,"uninfected","uninfected",0,"",0,0
1,"HT2",11.8024244994771,98.3756181652349,0.264655601225487,0.168496481020743,7,"P68",9,0,10,"yes","sustained","31,28","5,23","15:18-17:18",NA,"HT",0,27.3,"uninfected","uninfected",0,"",0,0
1,"HT2",11.8024244994771,98.3756181652349,0.264655601225487,0.168496481020743,7,"P87",9,1,10,"yes","sustained","31,28","5,23","15:18-17:18",NA,"HT",1,36.2,"uninfected","uninfected",0,"",0,0
2,"CM1",9.62862865509186,75.739335166113,0.242485121408084,0.226169661526316,7,"B10",6,0,13,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",0,37.8,"uninfected","uninfected",0,"",0,0
2,"CM1",9.62862865509186,75.739335166113,0.242485121408084,0.226169661526316,7,"B24",6,0,13,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",0,36,"uninfected","uninfected",0,"",0,0
2,"CM1",9.62862865509186,75.739335166113,0.242485121408084,0.226169661526316,7,"B29",6,0,13,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",0,27.8,"uninfected","uninfected",0,"",0,0
2,"CM1",9.62862865509186,75.739335166113,0.242485121408084,0.226169661526316,7,"B49",6,2,13,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",2,32.1,"uninfected","uninfected",0,"",0,0
2,"CM1",9.62862865509186,75.739335166113,0.242485121408084,0.226169661526316,7,"B88",6,2,13,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",2,37.3,"uninfected","uninfected",0,"",0,0
2,"CM1",9.62862865509186,75.739335166113,0.242485121408084,0.226169661526316,7,"P73",6,0,13,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",0,38,"uninfected","uninfected",0,"",0,0
2,"CM1",9.62862865509186,75.739335166113,0.242485121408084,0.226169661526316,7,"P85",6,2,13,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",2,37.1,"uninfected","uninfected",0,"",0,0
2,"CM2",12.2007166753757,47.2866781264745,0.23843243315913,0.164236159533869,7,"G32",13,0,14,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",0,37.8,"infected","infected",8,"",178,6
2,"CM2",12.2007166753757,47.2866781264745,0.23843243315913,0.164236159533869,7,"G89",13,0,14,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",0,29,"infected","infected",2,"",178,6
2,"CM2",12.2007166753757,47.2866781264745,0.23843243315913,0.164236159533869,7,"G98",13,3,14,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",3,33.6,"infected","infected",12,"",178,6
2,"CM2",12.2007166753757,47.2866781264745,0.23843243315913,0.164236159533869,7,"Y27",13,7,14,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",7,36,"infected","infected",119,"",178,6
2,"CM2",12.2007166753757,47.2866781264745,0.23843243315913,0.164236159533869,7,"Y79",13,0,14,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",0,36.7,"infected","infected",22,"",178,6
2,"CM2",12.2007166753757,47.2866781264745,0.23843243315913,0.164236159533869,7,"Y88",13,1,14,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",1,31.6,"infected","infected",15,"",178,6
2,"CM2",12.2007166753757,47.2866781264745,0.23843243315913,0.164236159533869,7,"Y92",13,2,14,"yes","sustained","33,57","11,26","11:35-13:35",NA,"CM",2,30.8,"infected","infected",NA,"Died during dissection; parasite load could not be determined.",178,6
2,"Control1",9.41223346593325,31.1562023338841,0.291409575969277,0.063289459239064,7,"G41",4,0,33,"yes","transient",NA,NA,"11:35-13:35",NA,"Control",0,37.3,"infected","infected",NA,"Died during dissection; parasite load could not be determined.",71,5
2,"Control1",9.41223346593325,31.1562023338841,0.291409575969277,0.063289459239064,7,"G5",4,1,33,"yes","transient",NA,NA,"11:35-13:35",NA,"Control",1,28.5,"infected","infected",15,"",71,5
2,"Control1",9.41223346593325,31.1562023338841,0.291409575969277,0.063289459239064,7,"G69",4,3,33,"yes","transient",NA,NA,"11:35-13:35",NA,"Control",3,34.9,"infected","infected",16,"",71,5
2,"Control1",9.41223346593325,31.1562023338841,0.291409575969277,0.063289459239064,7,"G71",4,0,33,"yes","transient",NA,NA,"11:35-13:35",NA,"Control",0,38.3,"infected","infected",23,"",71,5
2,"Control1",9.41223346593325,31.1562023338841,0.291409575969277,0.063289459239064,7,"Y2",4,0,33,"yes","transient",NA,NA,"11:35-13:35",NA,"Control",0,26.4,"infected","infected",9,"",71,5
2,"Control1",9.41223346593325,31.1562023338841,0.291409575969277,0.063289459239064,7,"Y21",4,0,33,"yes","transient",NA,NA,"11:35-13:35",NA,"Control",0,27,"infected","infected",8,"",71,5
2,"Control1",9.41223346593325,31.1562023338841,0.291409575969277,0.063289459239064,7,"Y50",4,0,33,"yes","transient",NA,NA,"11:35-13:35",NA,"Control",0,35.3,"infected","uninfected",0,"",71,5
2,"Control2",10.6738444028245,50.3189976587787,0.212915682061456,0.0889669986878451,7,"B3",6,0,16,"yes","sustained","34,71","23,84","11:35-13:35",NA,"Control",0,35.7,"uninfected","uninfected",0,"",0,0
2,"Control2",10.6738444028245,50.3189976587787,0.212915682061456,0.0889669986878451,7,"B5",6,0,16,"yes","sustained","34,71","23,84","11:35-13:35",NA,"Control",0,36.4,"uninfected","uninfected",0,"",0,0
2,"Control2",10.6738444028245,50.3189976587787,0.212915682061456,0.0889669986878451,7,"B97",6,3,16,"yes","sustained","34,71","23,84","11:35-13:35",NA,"Control",3,35.9,"uninfected","uninfected",0,"",0,0
2,"Control2",10.6738444028245,50.3189976587787,0.212915682061456,0.0889669986878451,7,"P13",6,3,16,"yes","sustained","34,71","23,84","11:35-13:35",NA,"Control",3,37.5,"uninfected","uninfected",0,"",0,0
2,"Control2",10.6738444028245,50.3189976587787,0.212915682061456,0.0889669986878451,7,"P48",6,0,16,"yes","sustained","34,71","23,84","11:35-13:35",NA,"Control",0,36.6,"uninfected","uninfected",0,"",0,0
2,"Control2",10.6738444028245,50.3189976587787,0.212915682061456,0.0889669986878451,7,"P69",6,0,16,"yes","sustained","34,71","23,84","11:35-13:35",NA,"Control",0,37.7,"uninfected","uninfected",0,"",0,0
2,"Control2",10.6738444028245,50.3189976587787,0.212915682061456,0.0889669986878451,7,"P95",6,0,16,"yes","sustained","34,71","23,84","11:35-13:35",NA,"Control",0,38.2,"uninfected","uninfected",0,"",0,0
2,"HS1",3.73683453440712,13.5226523772822,0.190375585210783,0.172506374631126,7,"B28",3,0,NA,"no",NA,NA,NA,"11:35-13:35",NA,"HS",0,31.5,"uninfected","uninfected",0,"",0,0
2,"HS1",3.73683453440712,13.5226523772822,0.190375585210783,0.172506374631126,7,"B47",3,0,NA,"no",NA,NA,NA,"11:35-13:35",NA,"HS",0,28.9,"uninfected","uninfected",0,"",0,0
2,"HS1",3.73683453440712,13.5226523772822,0.190375585210783,0.172506374631126,7,"P36",3,0,NA,"no",NA,NA,NA,"11:35-13:35",NA,"HS",0,27.6,"uninfected","uninfected",0,"",0,0
2,"HS1",3.73683453440712,13.5226523772822,0.190375585210783,0.172506374631126,7,"P39",3,3,NA,"no",NA,NA,NA,"11:35-13:35",NA,"HS",3,35.4,"uninfected","uninfected",0,"",0,0
2,"HS1",3.73683453440712,13.5226523772822,0.190375585210783,0.172506374631126,7,"P50",3,0,NA,"no",NA,NA,NA,"11:35-13:35",NA,"HS",0,36.7,"uninfected","uninfected",0,"",0,0
2,"HS1",3.73683453440712,13.5226523772822,0.190375585210783,0.172506374631126,7,"P6",3,0,NA,"no",NA,NA,NA,"11:35-13:35",NA,"HS",0,33,"uninfected","uninfected",0,"",0,0
2,"HS1",3.73683453440712,13.5226523772822,0.190375585210783,0.172506374631126,7,"P77",3,0,NA,"no",NA,NA,NA,"11:35-13:35",NA,"HS",0,39.5,"uninfected","uninfected",0,"",0,0
2,"HS2",6.22731880596887,94.188254133626,0.111716038343738,0.0997507414833357,7,"G37",5,0,7,"yes","transient",NA,NA,"11:35-13:35",NA,"HS",0,29.4,"infected","infected",10,"",89,7
2,"HS2",6.22731880596887,94.188254133626,0.111716038343738,0.0997507414833357,7,"G61",5,3,7,"yes","transient",NA,NA,"11:35-13:35",NA,"HS",3,34.7,"infected","infected",13,"",89,7
2,"HS2",6.22731880596887,94.188254133626,0.111716038343738,0.0997507414833357,7,"Y30",5,0,7,"yes","transient",NA,NA,"11:35-13:35",NA,"HS",0,36.2,"infected","infected",23,"",89,7
2,"HS2",6.22731880596887,94.188254133626,0.111716038343738,0.0997507414833357,7,"Y61",5,2,7,"yes","transient",NA,NA,"11:35-13:35",NA,"HS",2,36.2,"infected","infected",9,"",89,7
2,"HS2",6.22731880596887,94.188254133626,0.111716038343738,0.0997507414833357,7,"Y66",5,0,7,"yes","transient",NA,NA,"11:35-13:35",NA,"HS",0,36,"infected","infected",7,"",89,7
2,"HS2",6.22731880596887,94.188254133626,0.111716038343738,0.0997507414833357,7,"Y77",5,0,7,"yes","transient",NA,NA,"11:35-13:35",NA,"HS",0,29,"infected","infected",3,"",89,7
2,"HS2",6.22731880596887,94.188254133626,0.111716038343738,0.0997507414833357,7,"Y8",5,0,7,"yes","transient",NA,NA,"11:35-13:35",NA,"HS",0,36.3,"infected","infected",24,"",89,7
2,"HT1",21.0619276403643,64.6080077825389,0.361151962966093,0.186712925570554,7,"G15",10,2,31,"yes","sustained","57,14","54,15","11:35-13:35",NA,"HT",2,23.7,"infected","infected",8," ",57,6
2,"HT1",21.0619276403643,64.6080077825389,0.361151962966093,0.186712925570554,7,"G22",10,1,31,"yes","sustained","57,14","54,15","11:35-13:35",NA,"HT",1,35,"infected","infected",NA,"Died during dissection; parasite load could not be determined.",57,6
2,"HT1",21.0619276403643,64.6080077825389,0.361151962966093,0.186712925570554,7,"G74",10,0,31,"yes","sustained","57,14","54,15","11:35-13:35",NA,"HT",0,35.1,"infected","infected",12,"",57,6
2,"HT1",21.0619276403643,64.6080077825389,0.361151962966093,0.186712925570554,7,"Y1",10,2,31,"yes","sustained","57,14","54,15","11:35-13:35",NA,"HT",2,26.3,"infected","infected",6,"",57,6
2,"HT1",21.0619276403643,64.6080077825389,0.361151962966093,0.186712925570554,7,"Y26",10,5,31,"yes","sustained","57,14","54,15","11:35-13:35",NA,"HT",5,36.1,"infected","infected",9,"",57,6
2,"HT1",21.0619276403643,64.6080077825389,0.361151962966093,0.186712925570554,7,"Y54",10,0,31,"yes","sustained","57,14","54,15","11:35-13:35",NA,"HT",0,36.4,"infected","infected",18,"",57,6
2,"HT1",21.0619276403643,64.6080077825389,0.361151962966093,0.186712925570554,7,"Y55",10,0,31,"yes","sustained","57,14","54,15","11:35-13:35",NA,"HT",0,26.9,"infected","infected",4,"",57,6
2,"HT2",22.1842508885261,85.5186613057913,0.306887277050335,0.188761677985761,7,"B1",7,0,26,"yes","sustained","57,14","46,04","11:35-13:35",NA,"HT",0,35.6,"uninfected","uninfected",0,"",0,0
2,"HT2",22.1842508885261,85.5186613057913,0.306887277050335,0.188761677985761,7,"B30",7,0,26,"yes","sustained","57,14","46,04","11:35-13:35",NA,"HT",0,36.9,"uninfected","uninfected",0,"",0,0
2,"HT2",22.1842508885261,85.5186613057913,0.306887277050335,0.188761677985761,7,"B91",7,1,26,"yes","sustained","57,14","46,04","11:35-13:35",NA,"HT",1,30.8,"uninfected","uninfected",0,"",0,0
2,"HT2",22.1842508885261,85.5186613057913,0.306887277050335,0.188761677985761,7,"P19",7,2,26,"yes","sustained","57,14","46,04","11:35-13:35",NA,"HT",2,35.5,"uninfected","uninfected",0,"",0,0
2,"HT2",22.1842508885261,85.5186613057913,0.306887277050335,0.188761677985761,7,"P60",7,1,26,"yes","sustained","57,14","46,04","11:35-13:35",NA,"HT",1,29.3,"uninfected","uninfected",0,"",0,0
